mtry	AUC
17	0.7032815110406574
34	0.7001286395280297
2	0.7210561589464028
4	0.7233515798027993
8	0.7211193240278606
17	0.715452084924646
34	0.7086646354542696
2	0.6886989772873919
4	0.6917539935405789
8	0.6917701848189654
17	0.6887258791892938
34	0.6847232751043727
2	0.6987859004474858
4	0.6986945159445159
8	0.69701929455588
17	0.6927221158440671
34	0.6870193102510176
2	0.7037691938454134
4	0.7044390065152261
8	0.7015540579778384
17	0.6966644161583186
34	0.6911135067994825
2	0.6889857178607178
4	0.6884119642290374
8	0.6875824657410023
17	0.6825609769176842
34	0.675962886667155
2	0.699178414913171
4	0.7011135303421889
8	0.6994040421083104
17	0.693508856853369
34	0.6880048676725506
2	0.6850348754678023
4	0.6858014334020431
8	0.6839280561048854
17	0.6767394676906872
34	0.6689341004767834
2	0.7173963632622169
4	0.7198539859545957
8	0.7193551748612724
17	0.7152896751280897
34	0.7101362948314168
2	0.710572557313411
4	0.7129597424079132
8	0.713304863661571
17	0.7092625962199133
34	0.7029522601870163
2	0.6891580408806018
4	0.6921518805390756
8	0.6919137975083097
17	0.6875507345324419
34	0.6808868942984797
2	0.685242773261066
4	0.6872828582066387
8	0.6871424878711464
17	0.6849799045561241
34	0.6784506235329406
2	0.6913032754008364
4	0.6922543410134874
8	0.6916946044476532
17	0.6877435436307388
34	0.682525253476473
2	0.7205214360702166
4	0.7227479809949322
8	0.7245006631195655
17	0.7224762985982498
34	0.7185033312929654
2	0.7082115508365509
4	0.7112766237491848
8	0.7093465255325011
17	0.7037425853553902
34	0.6972319083020303
2	0.6989398597203476
4	0.7003076412649584
8	0.6990495717843279
17	0.6968099750447312
34	0.6911860396982348
2	0.7270567950354536
4	0.7285379294800026
8	0.7271250139512335
17	0.7224305834580225
34	0.715663952279806
2	0.664093626291797
4	0.6656951254390279
8	0.6635164846902651
17	0.6611539849954484
34	0.6567555429994455
2	0.711246710996711
4	0.7106073198634174
8	0.7072716754210657
17	0.7021979836979837
34	0.694891264522362
2	0.7041130110947185
4	0.7088287773836555
8	0.7085481967158797
17	0.7080532989435429
34	0.7023355563751905
2	0.6937543702238824
4	0.6974363950187121
8	0.6982669032272691
17	0.6939838156972303
34	0.6875252613240418
2	0.6966312479727114
4	0.6987657893084722
8	0.6978296890095671
17	0.6924450678901899
34	0.6853432374011642
2	0.7029041258157112
4	0.7092988410884753
8	0.7121143386417776
17	0.7111272644595815
34	0.7081398563197344
2	0.706582624872259
4	0.710867963782598
8	0.7118472091429409
17	0.7096610369079881
34	0.7037971403459209
2	0.689041859804055
4	0.6894941984667594
8	0.6885770278117839
17	0.684927289658997
34	0.6815710614795981
2	0.6857791842365013
4	0.6856269466330442
8	0.684085560734951
17	0.6774182858817005
34	0.671346476267208
2	0.7085390800207874
4	0.7100677480616505
8	0.7085911024264683
17	0.7037861842678916
34	0.6966552419143882
2	0.7220674747046698
4	0.7227887390875196
8	0.7212439586799343
17	0.715491954062076
34	0.7091300093647654
2	0.7031379715952887
4	0.7054376161876162
8	0.7048007903373757
17	0.7022905305130915
34	0.6975962622029696
2	0.6874643419551956
4	0.6883606411289338
8	0.6873133760938639
17	0.6833528301820985
34	0.6766905049648952
2	0.6930554064517479
4	0.6984629302647596
8	0.6999064347448494
17	0.6973824765532083
34	0.6939313555715995
2	0.7057714125275101
4	0.7074581231928793
8	0.7067785743060133
17	0.7028714960605205
34	0.6973803433224165
2	0.6999875406765651
4	0.7018921730964414
8	0.700858249800323
17	0.6992854474683743
34	0.6964828116443971
2	0.7199246637752735
4	0.7197902545402546
8	0.7160980257260745
17	0.7107944403462696
34	0.7032816627603213
2	0.7247791842365013
4	0.7242150443126053
8	0.7232917255234329
17	0.7197397475873085
34	0.7141541079406933
2	0.6902858132522767
4	0.6896334239291556
8	0.6884139788743447
17	0.6852389497511449
34	0.6810279015949747
2	0.6731164160676356
4	0.6711742356467967
8	0.6665447080355617
17	0.658426279938475
34	0.6488056693453035
2	0.6918680426942622
4	0.6983038382459115
8	0.7015661951149756
17	0.7006530044853215
34	0.6970894836474105
2	0.7040183576433576
4	0.7054189721079965
8	0.7047787456445993
17	0.6997397528190211
34	0.6930554095035802
2	0.7241204409984898
4	0.7279519955495566
8	0.7282417465374782
17	0.7259624219166902
34	0.7224570036063939
2	0.7026423208923209
4	0.7060178231367256
8	0.7068855711111809
17	0.7047187453132575
34	0.7005742471565642
2	0.718933582101265
4	0.7203059745285355
8	0.7199332110856501
17	0.7156093188135871
34	0.7092362506234458
2	0.7125178833014199
4	0.7145683283457673
8	0.7122727801843656
17	0.7078498598772989
34	0.7014339491930955
2	0.7279367616745666
4	0.7276194173267344
8	0.7248228450576012
17	0.7200659204500668
34	0.7151110291476145
2	0.7075268875146924
4	0.7098665581958264
8	0.7081358091541018
17	0.703321994904312
34	0.6964655003435491
2	0.7189078874170338
4	0.7195418493406298
8	0.7195662286851311
17	0.7171708250061909
34	0.7135215890978086
2	0.7253468551303918
4	0.7250511308346674
8	0.7230927809342443
17	0.7163617389166169
34	0.7099539312831996
2	0.7104005429645673
4	0.7104608170888659
8	0.709397831629539
17	0.7047274142609509
34	0.6988581791722036
2	0.6920696057555814
4	0.6947918162064504
8	0.6943824979160345
17	0.692214793626379
34	0.6876981572164499
2	0.7074156473546718
4	0.7069330318994953
8	0.7034862671905355
17	0.6966461374266253
34	0.6895852760425931
2	0.7074226600293674
4	0.7083289849082532
8	0.7057427706452096
17	0.7006392799594019
34	0.6925027392374954
2	0.6978717354113696
4	0.7009012618890668
8	0.7000460347106688
17	0.695842805784879
34	0.6907961419607761
2	0.6650230147394781
4	0.6692831394111882
8	0.6705286065682408
17	0.6687201879579928
34	0.6638215571843621
2	0.7078759020344386
4	0.7106556046464583
8	0.7099266339510242
17	0.7070020067977385
34	0.7015997317003415
2	0.6889132006571032
4	0.6910896436506193
8	0.6911223030521811
17	0.6905369912595523
34	0.6863990501825867
2	0.6971984602198017
4	0.69830155503936
8	0.6984705027326978
17	0.6965784102918249
34	0.691877345551126
2	0.6936249494267787
4	0.6959890452298989
8	0.694526541349712
17	0.6905293516513029
34	0.6852943078095517
2	0.7136581599020624
4	0.7174685735386955
8	0.7193621792524232
17	0.7166142824008678
34	0.7126366736946005
2	0.7006274728561314
4	0.7046656534583364
8	0.704498159745111
17	0.7017967370680785
34	0.6959629337525679
2	0.6877211946266825
4	0.6895018808006613
8	0.6891516773742383
17	0.6860090281919551
34	0.6811064736339126
2	0.6817488224287005
4	0.6842194886524154
8	0.6820716853613196
17	0.6781317266744096
34	0.6716935576691674
2	0.7141457411243997
4	0.7165240776490777
8	0.7126007771708991
17	0.7075676730737707
34	0.7000067680921339
2	0.7059232656000949
4	0.7107487587761978
8	0.7131942247125174
17	0.7122860600147185
34	0.708091099810612
2	0.6734706980499664
4	0.6741415758092587
8	0.6748507422928155
17	0.6712593564819175
34	0.6664244549427476
2	0.7145677981988957
4	0.7186094631216583
8	0.7193507039269235
17	0.717020696218867
34	0.7131425196973977
2	0.724016101903297
4	0.7267961842504526
8	0.7242656572077304
17	0.7184486498693816
34	0.7116302116576507
2	0.6978394574888478
4	0.6986874570563595
8	0.6975254069400411
17	0.6918833070875754
34	0.6844001854642099
2	0.6908623754416438
4	0.6953051243752464
8	0.6985703804850146
17	0.698601776863972
34	0.6947040001674148
2	0.7135018228158472
4	0.7138065635321733
8	0.7122202607659924
17	0.7071700629200629
34	0.7001943594291156
2	0.7205499964249964
4	0.7185773395346566
8	0.7153553858736785
17	0.7094376994590409
34	0.7021095394174662
2	0.7086096876493218
4	0.7128920680262144
8	0.7114684963709355
17	0.7080739938544817
34	0.7010708910129642
2	0.6956765140576117
4	0.6962928847837384
8	0.6953727072019755
17	0.6910022335052823
34	0.685523326898327
2	0.7121890435731899
4	0.7146533584978707
8	0.7146646799238263
17	0.7111951821159138
34	0.7061282358142115
2	0.7251738158018646
4	0.7264280844433284
8	0.7258948556570508
17	0.721791354943794
34	0.7159871583255729
2	0.7123300534855413
4	0.7132331142117727
8	0.7121065974511096
17	0.7087561001768319
34	0.7029770959984375
2	0.7006412435955119
4	0.7024842516732761
8	0.7020340165949922
17	0.697241753513095
34	0.6917698966387991
2	0.7141986315583877
4	0.7178185751082092
8	0.718015157143206
17	0.7146462067468166
34	0.7078432932060981
2	0.6670455869632699
4	0.6651118047489999
8	0.661286550923746
17	0.6555177459689655
34	0.6488105775636264
